region	group1	group2	group3	group4	group5	group6	group7
EAS	1e-05	1e-05	1e-05	1e-05	0.98151	0.01844	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.979215	0.020735	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.946779	0.053171	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.997663	0.002287	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.967438	0.032512	1e-05
EAS	1e-05	1.5e-05	1e-05	1e-05	0.969343	0.030601	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.999231	0.000719	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.996853	0.003097	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.988212	0.011738	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.981611	0.018339	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.982278	0.017672	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.988494	0.011456	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.957045	0.042905	1e-05
EAS	1e-05	1e-05	1e-05	1e-05	0.99994	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	0.016553	1e-05	0.983397	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	1e-05	1e-05	0.99994	1e-05	1e-05	1e-05	1e-05
AFR	0.032118	1e-05	0.952163	0.015678	1e-05	1.1e-05	1e-05
AFR	0.028354	1e-05	0.957806	0.013585	1e-05	0.000226	1e-05
AFR	0.033107	1e-05	0.953076	0.013777	1e-05	1e-05	1e-05
AFR	0.015948	1e-05	0.967	0.016425	1e-05	0.000597	1e-05
AFR	0.030211	1e-05	0.958748	0.011	1e-05	1e-05	1e-05
AFR	0.048483	1e-05	0.930045	0.021431	1e-05	1.1e-05	1e-05
AFR	0.044005	1e-05	0.93803	0.017922	1e-05	1.3e-05	1e-05
AFR	0.03344	1e-05	0.949147	0.01705	1e-05	0.000333	1e-05
AFR	0.021968	1e-05	0.964048	0.013944	1e-05	1e-05	1e-05
AFR	0.032133	1e-05	0.958999	0.008828	1e-05	1e-05	1e-05
AFR	0.040192	1e-05	0.950346	0.009167	8.4e-05	0.000191	1e-05
AFR	0.027116	1e-05	0.95902	0.013824	1e-05	1e-05	1e-05
AFR	0.033077	1e-05	0.956927	0.006497	1e-05	0.00347	1e-05
AFR	0.046082	1e-05	0.936232	0.016085	1e-05	0.001571	1e-05
AFR	0.029444	1e-05	0.957051	0.01308	0.000396	1e-05	1e-05
AFR	0.055021	1e-05	0.931357	0.011456	1e-05	0.002136	1e-05
AFR	0.033404	1e-05	0.957943	0.007134	0.000778	0.000721	1e-05
AFR	0.028105	1e-05	0.957875	0.011285	1e-05	0.002706	1e-05
AFR	0.02873	1e-05	0.952556	0.016144	1e-05	0.00254	1e-05
AFR	0.040937	1e-05	0.944721	0.013117	1e-05	0.001195	1e-05
AFR	0.023543	1e-05	0.962745	0.013095	0.000587	1e-05	1e-05
AFR	0.035191	1e-05	0.955031	0.008519	1e-05	0.001229	1e-05
AFR	0.037363	1e-05	0.953019	0.009578	1e-05	1e-05	1e-05
AFR	0.030147	1e-05	0.963434	0.005434	0.000955	1e-05	1e-05
AFR	0.03387	1e-05	0.95139	0.0147	1e-05	1e-05	1e-05
AFR	0.027062	1e-05	0.956592	0.012717	1e-05	0.003599	1e-05
AFR	0.026046	1e-05	0.962526	0.011388	1e-05	1e-05	1e-05
AFR	0.030713	1e-05	0.95113	0.017431	0.000402	0.000303	1e-05
AFR	0.04081	1e-05	0.948269	0.010881	1e-05	1e-05	1e-05
AFR	0.018788	1e-05	0.967993	0.013179	1e-05	1e-05	1e-05
AFR	0.032959	1e-05	0.957478	0.009523	1e-05	1e-05	1e-05
AFR	0.031938	1e-05	0.956553	0.010006	0.001473	1e-05	1e-05
AFR	0.030175	1e-05	0.958303	0.011482	1e-05	1e-05	1e-05
AFR	0.036849	1e-05	0.939501	0.017445	1e-05	0.006174	1e-05
AFR	0.034014	1e-05	0.949781	0.012236	0.003938	1e-05	1e-05
AFR	0.021446	1e-05	0.975485	0.003029	1e-05	1e-05	1e-05
AFR	0.039267	1e-05	0.943904	0.016182	0.000618	1e-05	1e-05
AFR	0.036158	1e-05	0.952737	0.007483	1e-05	0.003593	1e-05
AFR	0.018768	1e-05	0.969794	0.011398	1e-05	1e-05	1e-05
AFR	0.033652	1e-05	0.956326	0.008521	0.001268	0.000213	1e-05
AFR	0.034283	1e-05	0.954005	0.011056	1e-05	0.000626	1e-05
AFR	0.034608	1e-05	0.948016	0.016327	1e-05	0.001019	1e-05
AFR	0.027105	1e-05	0.964054	0.008801	1e-05	1e-05	1e-05
AFR	0.017494	1e-05	0.970743	0.010369	1e-05	0.001364	1e-05
AFR	0.040061	1e-05	0.943227	0.012072	1e-05	0.004609	1e-05
AFR	0.047059	1e-05	0.935435	0.01664	1e-05	0.000836	1e-05
AFR	0.029589	1e-05	0.957765	0.010254	1e-05	0.002363	1e-05
AFR	0.035643	1e-05	0.953789	0.010032	0.000452	6.4e-05	1e-05
AFR	0.026454	1e-05	0.959078	0.011048	1e-05	0.00339	1e-05
AFR	0.028728	1e-05	0.958032	0.013199	1e-05	1e-05	1e-05
AFR	0.021091	1e-05	0.967296	0.011127	1e-05	0.000456	1e-05
AFR	0.034629	1e-05	0.951894	0.012806	1e-05	0.000641	1e-05
AFR	0.037134	1e-05	0.942302	0.018884	1e-05	0.001649	1e-05
AFR	0.030996	1e-05	0.959847	0.007428	1e-05	0.001698	1e-05
AFR	0.041696	1e-05	0.93454	0.022332	0.001402	1e-05	1e-05
AFR	0.024958	1e-05	0.964851	0.009526	1e-05	0.000635	1e-05
AFR	0.026669	1e-05	0.95914	0.012283	0.001878	1e-05	1e-05
AFR	0.037892	1e-05	0.951758	0.008658	1e-05	0.001663	1e-05
AFR	0.034369	1e-05	0.950969	0.012104	1e-05	0.002528	1e-05
AFR	0.034023	1e-05	0.956258	0.00773	0.001958	1.1e-05	1e-05
AFR	0.032657	1e-05	0.957115	0.010188	1e-05	1e-05	1e-05
AFR	0.03333	1e-05	0.948737	0.014829	0.003074	1e-05	1e-05
AFR	0.022942	1e-05	0.958766	0.015113	0.002614	0.000546	1e-05
AFR	0.033093	1e-05	0.957898	0.007711	0.001268	1e-05	1e-05
AFR	0.042781	1e-05	0.94017	0.014145	1e-05	0.002874	1e-05
AFR	0.031548	1e-05	0.958067	0.01014	0.000215	1e-05	1e-05
AFR	0.040111	1e-05	0.94989	0.0077	1e-05	0.002269	1e-05
AFR	0.027312	1e-05	0.95843	0.012954	1e-05	0.001274	1e-05
AFR	0.02947	1e-05	0.954609	0.014538	1e-05	0.001353	1e-05
AFR	0.033482	1e-05	0.953921	0.012557	1e-05	1e-05	1e-05
AFR	0.021544	1e-05	0.968509	0.008309	1e-05	0.001607	1e-05
AFR	0.038535	1e-05	0.944798	0.016627	1e-05	1e-05	1e-05
AFR	0.037232	1e-05	0.946374	0.013663	1e-05	0.002701	1e-05
AFR	0.038464	1e-05	0.944148	0.015363	1e-05	0.001996	1e-05
AFR	0.030047	1e-05	0.951371	0.017914	1e-05	0.000638	1e-05
AFR	0.038052	1e-05	0.945315	0.015762	1e-05	0.000841	1e-05
AFR	0.037807	1e-05	0.938873	0.023203	1e-05	8.7e-05	1e-05
AFR	0.038806	1e-05	0.948154	0.010901	1e-05	0.002109	1e-05
AFR	0.041865	1e-05	0.943669	0.012615	1e-05	0.001821	1e-05
AFR	0.034687	1e-05	0.945958	0.018816	1e-05	0.000509	1e-05
AMR	0.825928	0.060968	0.016318	0.011757	1e-05	0.003077	0.081942
AMR	0.68253	0.21494	0.033429	0.010333	0.016006	1e-05	0.042753
AMR	0.599345	0.252658	0.05221	0.019837	0.006466	0.00363	0.065854
AMR	0.618585	0.25797	0.044221	0.007094	0.014219	1e-05	0.057901
AMR	0.37812	0.533603	0.054889	0.004591	0.012278	1e-05	0.016508
AMR	0.603761	0.302517	0.046097	0.01814	0.010379	0.000431	0.018674
AMR	0.326975	0.575126	0.0456	1e-05	1e-05	0.021715	0.030564
AMR	0.573792	0.323642	0.024359	0.020736	0.015012	1e-05	0.042449
AMR	0.286452	0.568106	0.069849	1e-05	0.021384	0.000689	0.05351
AMR	0.373096	0.486991	0.056128	0.012369	0.014801	0.017074	0.039542
AMR	0.563208	0.297015	0.019926	0.008774	0.049805	1e-05	0.061261
AMR	0.442958	0.464439	0.047656	0.015155	1e-05	0.004652	0.025131
AMR	0.623245	0.282716	0.033188	0.008572	0.017637	1e-05	0.034632
AMR	0.636276	0.197895	0.071991	0.005143	0.003367	0.006252	0.079076
AMR	0.864495	0.037925	0.027904	0.016655	1e-05	0.009624	0.043386
AMR	0.319894	0.563169	0.047223	0.006123	0.007381	0.013268	0.042943
AMR	0.469957	0.461722	0.022565	0.02339	0.021438	0.000742	0.000186
AMR	0.470979	0.263267	0.012328	0.014053	0.020308	0.000751	0.218314
AMR	0.446752	0.423108	0.043465	0.023397	0.027008	1e-05	0.036261
AFR	0.107712	1e-05	0.817949	0.000224	1e-05	1e-05	0.074086
AFR	0.073744	0.023805	0.831841	0.008801	1e-05	0.000775	0.061024
AFR	0.097164	0.000348	0.841093	0.002352	0.001739	0.00278	0.054524
AFR	0.091109	0.002269	0.839067	0.008814	1e-05	0.002041	0.056689
AFR	0.158806	0.005184	0.713606	0.004103	1e-05	0.012962	0.105329
AFR	0.073702	0.00166	0.876764	1e-05	0.004146	0.000376	0.043342
AFR	0.056913	0.00512	0.877211	0.006727	1e-05	0.005861	0.048159
AFR	0.195067	1e-05	0.727076	1e-05	1e-05	0.00463	0.073196
AMR	0.368082	0.521402	0.053999	0.00626	0.021416	0.004152	0.02469
AMR	0.355496	0.578149	0.036771	0.020902	0.00102	0.007652	1e-05
AMR	0.517382	0.400578	0.059203	0.000379	0.019007	1e-05	0.003441
AMR	0.288883	0.623823	0.050517	1e-05	0.005295	0.008802	0.02267
AMR	0.434515	0.448492	0.046733	0.007425	0.00984	0.008672	0.044322
AMR	0.379215	0.483002	0.083758	0.011944	0.002867	0.011261	0.027954
AMR	0.574926	0.337047	0.039949	1e-05	0.013548	1e-05	0.034509
AMR	0.340679	0.59582	0.010779	0.002468	0.01225	0.015871	0.022132
AMR	0.048774	0.906835	1e-05	1e-05	0.026039	1e-05	0.018323
AMR	0.071527	0.870182	0.001414	0.000968	0.020057	0.00116	0.034692
AMR	0.023218	0.940123	1e-05	1e-05	0.022462	1e-05	0.014167
AMR	0.012887	0.930402	1e-05	1e-05	0.018383	1e-05	0.038298
AMR	0.294964	0.603328	0.0164	0.013491	0.011742	1e-05	0.060064
AMR	0.123367	0.819506	0.016653	0.005878	0.012463	0.011745	0.010388
AMR	0.191833	0.716986	0.026064	1e-05	0.034537	1e-05	0.03056
AMR	0.147508	0.805981	0.002121	1e-05	0.036394	1e-05	0.007976
AMR	0.269279	0.665352	0.032996	0.009739	0.022614	1e-05	1e-05
AMR	0.382047	0.510698	0.029999	0.008282	0.001275	0.019861	0.047837
AMR	0.448347	0.30432	0.036355	0.015708	0.031322	0.069048	0.0949
AMR	0.60365	0.271184	0.035742	1e-05	0.02125	1e-05	0.068154
AMR	0.406771	0.486196	0.027849	1e-05	0.010512	0.014322	0.05434
AMR	0.257827	0.646644	0.050666	0.00169	0.006207	0.019772	0.017195
AMR	0.387753	0.457751	0.064678	0.013086	0.023899	0.005332	0.047503
AMR	0.175907	0.738729	0.012832	0.007464	0.025813	1e-05	0.039245
AMR	0.18469	0.72165	0.020148	0.007443	0.018693	0.007281	0.040095
AMR	0.380583	0.524898	0.059087	0.001701	0.02587	1e-05	0.007851
AMR	0.297995	0.600939	0.061449	0.006924	0.002536	0.007134	0.023021
AMR	0.529439	0.369643	0.052426	1e-05	0.0104	0.008972	0.029111
AMR	0.479218	0.386919	0.053523	1e-05	0.003569	0.016273	0.060489
AMR	0.429843	0.492904	0.04706	1e-05	0.021182	1e-05	0.008992
AMR	0.564545	0.354216	0.026572	0.008382	0.015364	0.011315	0.019605
AMR	0.415799	0.470784	0.055332	0.002866	0.003769	0.010477	0.040973
AMR	0.429813	0.431777	0.092937	0.00458	0.002931	0.016546	0.021415
AMR	0.447952	0.414658	0.079383	0.012147	0.023537	1e-05	0.022313
AMR	0.583805	0.29343	0.042048	0.018125	0.019724	1e-05	0.042857
AMR	0.5674	0.354798	0.037885	1e-05	0.004687	1e-05	0.03521
AMR	0.438577	0.427129	0.064285	0.008289	0.007111	0.017018	0.037591
AMR	0.255263	0.715075	0.010958	0.002947	0.010132	0.005615	1e-05
AMR	0.251331	0.666212	0.049317	0.001176	0.007944	0.003725	0.020295
AMR	0.364086	0.557074	0.040483	0.009744	0.018866	0.009737	1e-05
AMR	0.302521	0.606619	0.044078	0.016225	0.030538	1e-05	1e-05
AMR	0.467893	0.408307	0.065963	0.03287	0.023714	1e-05	0.001244
AMR	0.572968	0.302191	0.0585	0.021556	0.016045	1e-05	0.028729
AMR	0.603662	0.301023	0.035957	1e-05	1e-05	0.021425	0.037911
AMR	0.395114	0.471414	0.062052	0.004566	1e-05	0.009541	0.057303
AFR	0.146736	0.00952	0.719478	0.013499	1e-05	0.000134	0.110623
AFR	0.164545	0.004598	0.710108	0.011727	1e-05	0.002227	0.106786
AFR	0.145302	1e-05	0.745422	1e-05	1e-05	1e-05	0.109236
AFR	0.086495	1e-05	0.823149	0.003527	0.006665	0.003887	0.076267
AFR	0.110021	1e-05	0.816631	0.004437	1e-05	0.006622	0.062269
AFR	0.066686	0.008998	0.897679	0.005926	0.003271	1e-05	0.017431
AFR	0.087881	0.002409	0.873966	1e-05	1e-05	0.003395	0.032329
AFR	0.070826	0.023537	0.868154	0.004646	1e-05	1e-05	0.032818
AFR	0.088863	0.00663	0.829662	0.001632	1e-05	0.011033	0.06217
AFR	0.209014	0.003764	0.693521	0.002121	1e-05	0.000301	0.091268
AFR	0.059122	1e-05	0.879224	0.00495	1e-05	0.001997	0.054687
AFR	0.055459	0.00642	0.89869	1e-05	1e-05	1e-05	0.039401
AFR	0.075627	1e-05	0.898636	0.003296	1e-05	0.000621	0.021801
AFR	0.212559	0.084795	0.564272	0.012814	1e-05	0.018322	0.107227
AFR	0.181569	0.006752	0.685382	0.009285	1e-05	1e-05	0.116992
AFR	0.236019	1e-05	0.605181	0.01299	1e-05	0.002877	0.142913
AFR	0.083222	1e-05	0.86068	0.003401	1e-05	0.008122	0.044555
AFR	0.089704	0.004638	0.857732	0.006239	1e-05	0.002171	0.039505
AFR	0.177775	1e-05	0.685911	1e-05	1e-05	0.013932	0.122351
AFR	0.064907	0.001444	0.898654	0.002342	1e-05	0.003543	0.029099
AFR	0.111097	0.415039	0.298797	0.024929	0.044735	0.00406	0.101343
AFR	0.129194	1e-05	0.807838	0.002395	0.002175	0.007559	0.050828
AFR	0.334517	1e-05	0.485002	1e-05	1e-05	1e-05	0.18044
AFR	0.093484	1e-05	0.831705	0.003339	1e-05	0.004463	0.066989
AFR	0.177996	0.014889	0.720578	0.002891	0.004491	1e-05	0.079146
AFR	0.125083	0.00439	0.81988	0.00408	0.001313	0.004117	0.041136
AFR	0.150832	1e-05	0.773544	0.011766	1e-05	0.001753	0.062086
AFR	0.021403	0.000106	0.969163	0.00568	0.000646	0.000372	0.00263
AFR	0.068013	0.003039	0.849756	0.003284	0.002491	0.001535	0.071881
AFR	0.170632	0.006594	0.769475	1e-05	1e-05	0.01376	0.039518
AFR	0.036758	0.008376	0.920554	1e-05	1e-05	0.009829	0.024463
AFR	0.042745	0.388335	0.418608	0.00781	0.045804	1e-05	0.096688
AFR	0.198468	0.578911	1e-05	0.008315	0.063427	1e-05	0.150859
AFR	0.180189	0.033358	0.705717	0.002413	1e-05	0.002063	0.076251
AFR	0.131192	0.005714	0.771801	1e-05	0.001039	0.00128	0.088964
AFR	0.130932	0.004324	0.782273	0.004642	1e-05	0.00502	0.072799
AFR	0.056422	0.0393	0.869361	0.004947	1e-05	0.00049	0.02947
AFR	0.092554	0.002641	0.833833	0.00344	1e-05	0.006693	0.06083
AFR	0.284044	0.00514	0.590443	1e-05	0.009006	0.006886	0.104471
AFR	0.093244	0.009023	0.818737	0.002738	0.000426	0.017232	0.058599
AFR	0.098354	1e-05	0.832426	0.006428	0.007103	1e-05	0.055669
AFR	0.214356	0.006486	0.666157	0.004449	1e-05	0.008285	0.100257
AFR	0.094441	1e-05	0.806423	0.004912	1e-05	0.003654	0.09055
AFR	0.115767	1e-05	0.858018	0.01077	0.000853	1e-05	0.014572
AFR	0.051513	0.003925	0.887057	0.005456	1e-05	0.006847	0.045193
AFR	0.140445	0.009689	0.761213	1e-05	0.000839	1e-05	0.087795
AFR	0.122607	0.030581	0.751779	0.005663	0.001437	0.004262	0.083671
EUR	0.943814	1e-05	1e-05	0.04775	1e-05	1e-05	0.008396
EUR	0.90988	1e-05	1e-05	0.032555	1.2e-05	1e-05	0.057523
EUR	0.923189	1e-05	1e-05	0.041193	0.003179	0.000286	0.032134
EUR	0.919805	1e-05	0.006931	0.019188	1e-05	1e-05	0.054045
EUR	0.926373	1e-05	1e-05	0.044038	0.002577	1e-05	0.026982
EUR	0.906828	1e-05	1e-05	0.044206	1e-05	1e-05	0.048926
EUR	0.932381	1e-05	1e-05	0.048308	1e-05	1e-05	0.019272
EUR	0.939886	1e-05	0.003316	0.041791	1e-05	1e-05	0.014977
EUR	0.910374	1e-05	0.000876	0.041934	1e-05	1e-05	0.046786
EUR	0.916063	1e-05	0.000346	0.04534	1e-05	1e-05	0.03822
EUR	0.948388	1e-05	1e-05	0.037131	1e-05	1e-05	0.014441
EUR	0.948761	1e-05	0.002211	0.035772	0.001597	0.005232	0.006416
EUR	0.941047	1e-05	1e-05	0.047424	1e-05	1e-05	0.011489
EUR	0.902263	1e-05	1e-05	0.033412	1e-05	1e-05	0.064285
EUR	0.915244	1e-05	1e-05	0.036259	1e-05	0.007446	0.041021
EUR	0.935758	1e-05	0.001391	0.024032	0.003348	1e-05	0.03545
EUR	0.917418	1e-05	1e-05	0.027336	1e-05	1e-05	0.055206
EUR	0.950601	1e-05	0.000478	0.039642	1e-05	0.002111	0.007148
EUR	0.904511	1e-05	0.000974	0.037399	1e-05	0.003444	0.053652
EUR	0.961668	1e-05	0.004401	0.033891	1e-05	1e-05	1e-05
EUR	0.919869	1e-05	1e-05	0.043188	0.000911	1e-05	0.036001
EUR	0.904546	1e-05	1e-05	0.025848	1e-05	1e-05	0.069566
EUR	0.924808	1e-05	0.002057	0.042953	1e-05	1e-05	0.030153
EUR	0.921902	1e-05	1e-05	0.029139	0.004292	1e-05	0.044638
EUR	0.91807	1e-05	0.005713	0.036657	1e-05	0.00179	0.03775
EUR	0.953469	1e-05	0.003576	0.027292	1e-05	0.00388	0.011764
EUR	0.925448	1e-05	0.001959	0.021599	1e-05	1e-05	0.050964
EUR	0.951384	1e-05	0.002562	0.037557	1e-05	1e-05	0.008466
EUR	0.938206	1e-05	1e-05	0.033904	0.005596	0.001698	0.020575
EUR	0.959634	1e-05	0.00474	0.035586	1e-05	1e-05	1e-05
EUR	0.94806	1e-05	0.00445	0.034194	1e-05	1e-05	0.013266
EUR	0.917769	1e-05	0.000125	0.033312	1e-05	1e-05	0.048765
EUR	0.926327	1e-05	1e-05	0.031296	1e-05	1e-05	0.042337
EUR	0.970101	1e-05	0.002669	0.022695	0.004505	1e-05	1e-05
EUR	0.953269	1e-05	1e-05	0.033478	1e-05	1e-05	0.013213
EUR	0.917206	1e-05	1e-05	0.034781	1e-05	1e-05	0.047973
EUR	0.93078	1e-05	0.002412	0.022144	0.00144	0.002136	0.041078
EUR	0.927292	1e-05	1e-05	0.031288	1e-05	0.006384	0.035007
EUR	0.92639	1e-05	0.000781	0.042794	1e-05	1e-05	0.030005
EUR	0.936712	1e-05	1e-05	0.037039	1e-05	1e-05	0.026209
EUR	0.928011	1e-05	1e-05	0.032616	1e-05	1e-05	0.039333
EUR	0.922787	1e-05	0.002741	0.031368	1e-05	1e-05	0.043073
EUR	0.931779	1e-05	0.002354	0.029367	1e-05	0.004808	0.031672
EUR	0.96063	1e-05	0.000561	0.024832	1e-05	1e-05	0.013947
EUR	0.91097	1e-05	0.00442	0.030266	1e-05	1e-05	0.054315
EUR	0.941243	1e-05	1e-05	0.029437	1e-05	0.001104	0.028185
EUR	0.942061	1e-05	0.004048	0.038656	1e-05	1e-05	0.015205
EUR	0.955256	1e-05	1e-05	0.044694	1e-05	1e-05	1e-05
EUR	0.940362	1e-05	1e-05	0.036438	0.000872	1e-05	0.022298
EUR	0.940393	1e-05	1e-05	0.03593	0.003328	1e-05	0.020319
EUR	0.949439	1e-05	1e-05	0.037817	1e-05	1e-05	0.012704
EUR	0.884486	1e-05	0.005234	0.037231	1e-05	1e-05	0.073019
EUR	0.934589	1e-05	0.002388	0.033949	0.004404	1e-05	0.024649
EUR	0.887551	1e-05	0.002097	0.049129	1e-05	1e-05	0.061193
EUR	0.911481	1e-05	0.004661	0.032148	1e-05	1e-05	0.05168
EUR	0.896832	1e-05	9.7e-05	0.032955	0.002346	1e-05	0.067749
EUR	0.919779	1e-05	1e-05	0.039918	1e-05	1e-05	0.040262
EUR	0.933017	1e-05	0.000874	0.038698	1e-05	1e-05	0.027381
EUR	0.922246	1e-05	0.00086	0.033429	1e-05	1e-05	0.043436
EUR	0.925666	1e-05	0.003127	0.032528	1e-05	1e-05	0.038649
EUR	0.926387	1e-05	0.005313	0.037939	1e-05	1e-05	0.030331
EUR	0.914782	1e-05	0.003163	0.046972	1e-05	1e-05	0.035053
EUR	0.902806	1e-05	0.002637	0.037612	1e-05	0.005425	0.0515
EUR	0.924121	1e-05	0.00087	0.033258	1e-05	1e-05	0.041722
EUR	0.919971	1e-05	0.000172	0.028826	1e-05	1e-05	0.051001
EUR	0.926886	1e-05	0.00157	0.048668	1e-05	1e-05	0.022847
EUR	0.946486	1.3e-05	1e-05	0.032	1e-05	1e-05	0.021471
EUR	0.952698	1e-05	1e-05	0.031458	1e-05	1e-05	0.015804
