run	pop	proportion
_600	EAS	1e-5
_600	SAS	0.008323
_600	AFR	0.04996
_600	EUR	0.302479
_600	MX-AMR	0.646365
_600	EAS	0.001186
_600	SAS	1e-5
_600	AFR	0.033665
_600	EUR	0.455605
_600	MX-AMR	0.51071
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.056936
_600	EUR	0.287734
_600	MX-AMR	0.647841
_600	EAS	1e-5
_600	SAS	0.007479
_600	AFR	0.035963
_600	EUR	0.423118
_600	MX-AMR	0.540899
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.061451
_600	EUR	0.292368
_600	MX-AMR	0.627713
_600	EAS	0.001899
_600	SAS	0.016569
_600	AFR	0.044524
_600	EUR	0.500744
_600	MX-AMR	0.449069
_600	EAS	1e-5
_600	SAS	0.005652
_600	AFR	0.06852
_600	EUR	0.341322
_600	MX-AMR	0.590137
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.059735
_600	EUR	0.408201
_600	MX-AMR	0.524841
_600	EAS	1e-5
_600	SAS	0.007213
_600	AFR	0.046088
_600	EUR	0.473664
_600	MX-AMR	0.472376
_600	EAS	0.007862
_600	SAS	1e-5
_600	AFR	0.05668
_600	EUR	0.314572
_600	MX-AMR	0.622481
_600	EAS	1e-5
_600	SAS	0.006258
_600	AFR	0.038665
_600	EUR	0.443362
_600	MX-AMR	0.51055
_600	EAS	1e-5
_600	SAS	0.007413
_600	AFR	0.078615
_600	EUR	0.264463
_600	MX-AMR	0.631248
_600	EAS	0.012677
_600	SAS	0.012996
_600	AFR	0.056371
_600	EUR	0.365327
_600	MX-AMR	0.572159
_600	EAS	1e-5
_600	SAS	0.006132
_600	AFR	0.043252
_600	EUR	0.274017
_600	MX-AMR	0.672658
_600	EAS	0.010063
_600	SAS	1e-5
_600	AFR	0.064775
_600	EUR	0.379335
_600	MX-AMR	0.55587
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.0849
_600	EUR	0.397587
_600	MX-AMR	0.517486
_600	EAS	1.8e-5
_600	SAS	1e-5
_600	AFR	0.065438
_600	EUR	0.232259
_600	MX-AMR	0.694671
_600	EAS	0.007622
_600	SAS	1e-5
_600	AFR	0.036745
_600	EUR	0.371495
_600	MX-AMR	0.580488
_600	EAS	1e-5
_600	SAS	0.011262
_600	AFR	0.073481
_600	EUR	0.36273
_600	MX-AMR	0.563767
_600	EAS	1.2e-5
_600	SAS	1e-5
_600	AFR	0.048006
_600	EUR	0.412186
_600	MX-AMR	0.539788
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.031391
_600	EUR	0.311966
_600	MX-AMR	0.656361
_600	EAS	2.72e-4
_600	SAS	1e-5
_600	AFR	0.052686
_600	EUR	0.368928
_600	MX-AMR	0.576951
_600	EAS	1e-5
_600	SAS	0.001424
_600	AFR	0.038609
_600	EUR	0.347756
_600	MX-AMR	0.608633
_600	EAS	5e-4
_600	SAS	0.004501
_600	AFR	0.056131
_600	EUR	0.245884
_600	MX-AMR	0.681275
_600	EAS	0.001529
_600	SAS	0.015181
_600	AFR	0.047105
_600	EUR	0.293454
_600	MX-AMR	0.652047
_600	EAS	1e-5
_600	SAS	0.007384
_600	AFR	0.086001
_600	EUR	0.305954
_600	MX-AMR	0.600179
_600	EAS	0.007856
_600	SAS	1e-5
_600	AFR	0.036769
_600	EUR	0.401193
_600	MX-AMR	0.562018
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.068593
_600	EUR	0.240315
_600	MX-AMR	0.691072
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.040835
_600	EUR	0.51952
_600	MX-AMR	0.419806
_600	EAS	0.005933
_600	SAS	0.013906
_600	AFR	0.043371
_600	EUR	0.400226
_600	MX-AMR	0.552047
_600	EAS	0.001343
_600	SAS	0.003013
_600	AFR	0.109603
_600	EUR	0.379756
_600	MX-AMR	0.498887
_600	EAS	1e-5
_600	SAS	0.011744
_600	AFR	0.011995
_600	EUR	0.147742
_600	MX-AMR	0.831801
_600	EAS	0.00785
_600	SAS	6.13e-4
_600	AFR	0.044332
_600	EUR	0.427775
_600	MX-AMR	0.523775
_600	EAS	0.004108
_600	SAS	1e-5
_600	AFR	0.04781
_600	EUR	0.371948
_600	MX-AMR	0.577241
_600	EAS	1e-5
_600	SAS	0.002991
_600	AFR	0.103751
_600	EUR	0.13032
_600	MX-AMR	0.762085
_600	EAS	0.003834
_600	SAS	1e-5
_600	AFR	0.058394
_600	EUR	0.300373
_600	MX-AMR	0.63571
_600	EAS	0.005513
_600	SAS	1e-5
_600	AFR	0.079111
_600	EUR	0.319822
_600	MX-AMR	0.592812
_600	EAS	1e-5
_600	SAS	0.008245
_600	AFR	0.023612
_600	EUR	0.330303
_600	MX-AMR	0.646065
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.062103
_600	EUR	0.314901
_600	MX-AMR	0.621675
_600	EAS	0.001311
_600	SAS	1e-5
_600	AFR	0.068064
_600	EUR	0.421642
_600	MX-AMR	0.507798
_600	EAS	7.13e-4
_600	SAS	0.001783
_600	AFR	0.040442
_600	EUR	0.163666
_600	MX-AMR	0.782873
_600	EAS	0.013009
_600	SAS	1e-5
_600	AFR	0.048163
_600	EUR	0.408674
_600	MX-AMR	0.526289
_600	EAS	1e-5
_600	SAS	0.016865
_600	AFR	0.181001
_600	EUR	0.314412
_600	MX-AMR	0.469782
_600	EAS	0.023657
_600	SAS	0.011148
_600	AFR	0.012868
_600	EUR	0.09885
_600	MX-AMR	0.870978
_600	EAS	0.011821
_600	SAS	0.005484
_600	AFR	0.072538
_600	EUR	0.456856
_600	MX-AMR	0.469594
_600	EAS	0.001002
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	0.077127
_600	MX-AMR	0.88707
_600	EAS	0.032651
_600	SAS	0.003143
_600	AFR	0.085719
_600	EUR	0.288356
_600	MX-AMR	0.619989
_600	EAS	1e-5
_600	SAS	0.005925
_600	AFR	0.05215
_600	EUR	0.436804
_600	MX-AMR	0.511026
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.024452
_600	EUR	0.4301
_600	MX-AMR	0.535541
_600	EAS	0.009897
_600	SAS	1e-5
_600	AFR	0.046895
_600	EUR	0.410063
_600	MX-AMR	0.53871
_600	EAS	1e-5
_600	SAS	0.004323
_600	AFR	0.041277
_600	EUR	0.189259
_600	MX-AMR	0.754142
_600	EAS	1e-5
_600	SAS	0.015312
_600	AFR	0.06376
_600	EUR	0.26379
_600	MX-AMR	0.67243
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.06776
_600	EUR	0.362565
_600	MX-AMR	0.561174
_600	EAS	0.001741
_600	SAS	0.00676
_600	AFR	0.052778
_600	EUR	0.519402
_600	MX-AMR	0.4213
_600	EAS	1e-5
_600	SAS	0.00651
_600	AFR	0.078957
_600	EUR	0.30779
_600	MX-AMR	0.613233
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.076956
_600	EUR	0.356082
_600	MX-AMR	0.557786
_600	EAS	0.005612
_600	SAS	0.003565
_600	AFR	0.033412
_600	EUR	0.612866
_600	MX-AMR	0.353702
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.06505
_600	EUR	0.366901
_600	MX-AMR	0.567856
_600	EAS	1e-5
_600	SAS	1.82e-4
_600	AFR	0.08351
_600	EUR	0.374527
_600	MX-AMR	0.541943
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.072172
_600	EUR	0.286555
_600	MX-AMR	0.632861
_600	EAS	1e-5
_600	SAS	0.008402
_600	AFR	0.072793
_600	EUR	0.47867
_600	MX-AMR	0.431799
_600	EAS	1e-5
_600	SAS	0.016728
_600	AFR	0.069746
_600	EUR	0.272471
_600	MX-AMR	0.657762
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.049776
_600	EUR	0.306147
_600	MX-AMR	0.644056
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.025832
_600	EUR	0.288567
_600	MX-AMR	0.682507
_600	EAS	1e-5
_600	SAS	0.003084
_600	AFR	0.061525
_600	EUR	0.342583
_600	MX-AMR	0.592826
_600	EAS	0.003056
_600	SAS	1e-5
_600	AFR	0.0342
_600	EUR	0.288903
_600	MX-AMR	0.673583
_600	EAS	0.003305
_600	SAS	1e-5
_600	AFR	0.026863
_600	EUR	0.168558
_600	MX-AMR	0.803781
_600	EAS	7.88e-4
_600	SAS	1e-5
_600	AFR	0.057758
_600	EUR	0.359982
_600	MX-AMR	0.577108
_600	EAS	1e-5
_600	SAS	0.005143
_600	AFR	0.028864
_600	EUR	0.463888
_600	MX-AMR	0.507228
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.049634
_600	EUR	0.364337
_600	MX-AMR	0.583753
_600	EAS	1e-5
_600	SAS	0.002266
_600	AFR	0.037327
_600	EUR	0.366506
_600	MX-AMR	0.581836
_600	EAS	0.006849
_600	SAS	0.007482
_600	AFR	0.055625
_600	EUR	0.413637
_600	MX-AMR	0.530719
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.032901
_600	EUR	0.593484
_600	MX-AMR	0.373595
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.035868
_600	EUR	0.165509
_600	MX-AMR	0.793912
_600	EAS	1.97e-4
_600	SAS	0.004515
_600	AFR	0.058665
_600	EUR	0.321901
_600	MX-AMR	0.619414
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.042824
_600	EUR	0.374731
_600	MX-AMR	0.579215
_600	EAS	1e-5
_600	SAS	0.00322
_600	AFR	0.068149
_600	EUR	0.348557
_600	MX-AMR	0.582733
_600	EAS	5.51e-4
_600	SAS	1e-5
_600	AFR	0.00955
_600	EUR	0.294075
_600	MX-AMR	0.686411
_600	EAS	0.009954
_600	SAS	1e-5
_600	AFR	0.057092
_600	EUR	0.333015
_600	MX-AMR	0.607189
_600	EAS	0.002694
_600	SAS	1e-5
_600	AFR	0.052641
_600	EUR	0.428669
_600	MX-AMR	0.51825
_600	EAS	4.3e-4
_600	SAS	1e-5
_600	AFR	0.086555000000000007
_600	EUR	0.400994
_600	MX-AMR	0.505501
_600	EAS	1e-5
_600	SAS	0.006939
_600	AFR	0.045298
_600	EUR	0.294202
_600	MX-AMR	0.641053
_600	EAS	0.005586
_600	SAS	0.013861
_600	AFR	0.058611
_600	EUR	0.315565
_600	MX-AMR	0.612178
_600	EAS	0.011381
_600	SAS	0.002265
_600	AFR	0.039523
_600	EUR	0.215747
_600	MX-AMR	0.74471
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	0.083565
_600	MX-AMR	0.91113
_600	EAS	0.005285
_600	SAS	1e-5
_600	AFR	0.050279
_600	EUR	0.256253
_600	MX-AMR	0.684796
_600	EAS	1e-5
_600	SAS	0.008663
_600	AFR	0.047758
_600	EUR	0.276251
_600	MX-AMR	0.675971
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.040262
_600	EUR	0.291098
_600	MX-AMR	0.649207
_600	EAS	1e-5
_600	SAS	0.019423
_600	AFR	0.047808
_600	EUR	0.397049
_600	MX-AMR	0.544935
_600	EAS	0.003821
_600	SAS	0.006386
_600	AFR	0.030815
_600	EUR	0.423294
_600	MX-AMR	0.542677
_600	EAS	0.003205
_600	SAS	1e-5
_600	AFR	0.065436
_600	EUR	0.3581
_600	MX-AMR	0.576444
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.073531
_600	EUR	0.308826
_600	MX-AMR	0.606638
_600	EAS	0.010995
_600	SAS	1e-5
_600	AFR	0.07178
_600	EUR	0.254583
_600	MX-AMR	0.657229
_600	EAS	1e-5
_600	SAS	0.016399
_600	AFR	0.060772
_600	EUR	0.259136
_600	MX-AMR	0.6687
_600	EAS	0.011382
_600	SAS	1e-5
_600	AFR	0.056723
_600	EUR	0.44345
_600	MX-AMR	0.499808
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.037683
_600	EUR	0.318916
_600	MX-AMR	0.632587
_600	EAS	1e-5
_600	SAS	0.010803
_600	AFR	0.057483
_600	EUR	0.433063
_600	MX-AMR	0.509434
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.052537
_600	EUR	0.460772
_600	MX-AMR	0.484442
_600	EAS	0.002238
_600	SAS	1e-5
_600	AFR	0.043515
_600	EUR	0.39689
_600	MX-AMR	0.555924
_600	EAS	0.003662
_600	SAS	1e-5
_600	AFR	0.057228
_600	EUR	0.376364
_600	MX-AMR	0.555632
_600	EAS	1e-5
_600	SAS	0.010766
_600	AFR	0.034956
_600	EUR	0.310398
_600	MX-AMR	0.650762
_600	EAS	1e-5
_600	SAS	0.003874
_600	AFR	0.025928
_600	EUR	0.371451
_600	MX-AMR	0.577422
_600	EAS	0.008709
_600	SAS	0.016491
_600	AFR	0.066828
_600	EUR	0.134089
_600	MX-AMR	0.794253
_600	EAS	0.003601
_600	SAS	0.001229
_600	AFR	0.050648
_600	EUR	0.398524
_600	MX-AMR	0.549249
_600	EAS	0.001569
_600	SAS	1e-5
_600	AFR	0.064543
_600	EUR	0.260912
_600	MX-AMR	0.669565
_600	EAS	0.00497
_600	SAS	1e-5
_600	AFR	0.049211
_600	EUR	0.326677
_600	MX-AMR	0.618303
_600	EAS	0.005799
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	1e-5
_600	MX-AMR	0.99996
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.056401
_600	EUR	0.497364
_600	MX-AMR	0.446215
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.296218
_600	EUR	0.330429
_600	MX-AMR	0.373333
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.028226
_600	EUR	0.374508
_600	MX-AMR	0.583989
_600	EAS	0.007503
_600	SAS	0.005774
_600	AFR	0.038814
_600	EUR	0.310306
_600	MX-AMR	0.65086
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.041896
_600	EUR	0.53055
_600	MX-AMR	0.427533
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.046654
_600	EUR	0.319859
_600	MX-AMR	0.626203
_600	EAS	1e-5
_600	SAS	0.007274
_600	AFR	0.047607
_600	EUR	0.250015
_600	MX-AMR	0.690784
_600	EAS	1e-5
_600	SAS	0.011583
_600	AFR	0.0379
_600	EUR	0.577148
_600	MX-AMR	0.384932
_600	EAS	1.1e-5
_600	SAS	1e-5
_600	AFR	0.064294
_600	EUR	0.366683
_600	MX-AMR	0.556269
_600	EAS	0.002266
_600	SAS	0.010488
_600	AFR	0.059935
_600	EUR	0.50147
_600	MX-AMR	0.436561
_600	EAS	0.002024
_600	SAS	1e-5
_600	AFR	0.066267
_600	EUR	0.295644
_600	MX-AMR	0.63659
_600	EAS	0.001489
_600	SAS	1e-5
_600	AFR	0.050332
_600	EUR	0.404855
_600	MX-AMR	0.543641
_600	EAS	0.001162
_600	SAS	1e-5
_600	AFR	0.032795
_600	EUR	0.294736
_600	MX-AMR	0.669646
_600	EAS	1e-5
_600	SAS	0.002813
_600	AFR	0.067577
_600	EUR	0.238785
_600	MX-AMR	0.692259
_600	EAS	1e-5
_600	SAS	0.001369
_600	AFR	0.031861
_600	EUR	0.765935
_600	MX-AMR	0.202184
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.065472
_600	EUR	0.266358
_600	MX-AMR	0.657908
_600	EAS	0.005197
_600	SAS	0.005065
_600	AFR	0.032063
_600	EUR	0.2806
_600	MX-AMR	0.68267
_600	EAS	0.003063
_600	SAS	0.001604
_600	AFR	0.051716
_600	EUR	0.446056
_600	MX-AMR	0.49458
_600	EAS	1e-5
_600	SAS	0.007639
_600	AFR	0.047211
_600	EUR	0.499296
_600	MX-AMR	0.453472
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.04194
_600	EUR	0.277269
_600	MX-AMR	0.674954
_600	EAS	0.005826
_600	SAS	1e-5
_600	AFR	0.037704
_600	EUR	0.290886
_600	MX-AMR	0.665617
_600	EAS	0.00447
_600	SAS	0.001323
_600	AFR	0.06067
_600	EUR	0.399297
_600	MX-AMR	0.532392
_600	EAS	0.005163
_600	SAS	0.002478
_600	AFR	0.049433
_600	EUR	0.524169
_600	MX-AMR	0.422726
_600	EAS	0.001425
_600	SAS	0.002247
_600	AFR	0.072082
_600	EUR	0.370779
_600	MX-AMR	0.550245
_600	EAS	1e-5
_600	SAS	0.006884
_600	AFR	1e-5
_600	EUR	0.088327
_600	MX-AMR	0.911636
_600	EAS	1.7e-5
_600	SAS	1e-5
_600	AFR	0.057508
_600	EUR	0.372804
_600	MX-AMR	0.559786
_600	EAS	1e-5
_600	SAS	0.009892
_600	AFR	0.067191
_600	EUR	0.293781
_600	MX-AMR	0.623653
_600	EAS	0.015365
_600	SAS	1e-5
_600	AFR	0.07095
_600	EUR	0.378889
_600	MX-AMR	0.550141
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.082148
_600	EUR	0.346461
_600	MX-AMR	0.57137
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.06149
_600	EUR	0.315034
_600	MX-AMR	0.623456
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	1e-5
_600	MX-AMR	0.99996
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.05456
_600	EUR	0.3952
_600	MX-AMR	0.543073
_600	EAS	1e-5
_600	SAS	0.007157
_600	AFR	0.067201
_600	EUR	0.389403
_600	MX-AMR	0.532187
_600	EAS	0.002298
_600	SAS	0.00891
_600	AFR	0.037673
_600	EUR	0.555287
_600	MX-AMR	0.40702
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.081947999999999993
_600	EUR	0.173039
_600	MX-AMR	0.737015
_600	EAS	0.001365
_600	SAS	0.006632
_600	AFR	0.054272
_600	EUR	0.239016
_600	MX-AMR	0.694097
_600	EAS	1e-5
_600	SAS	0.012605
_600	AFR	0.082644
_600	EUR	0.251411
_600	MX-AMR	0.660409
_600	EAS	0.005527
_600	SAS	1e-5
_600	AFR	0.060881
_600	EUR	0.245696
_600	MX-AMR	0.691636
_600	EAS	1e-5
_600	SAS	0.001778
_600	AFR	0.061003
_600	EUR	0.437616
_600	MX-AMR	0.501361
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	1e-5
_600	MX-AMR	0.99996
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.050093
_600	EUR	0.331028
_600	MX-AMR	0.608927
_600	EAS	1e-5
_600	SAS	0.009942
_600	AFR	0.060622
_600	EUR	0.294115
_600	MX-AMR	0.637424
_600	EAS	7.11e-4
_600	SAS	0.007128
_600	AFR	0.007613
_600	EUR	0.190032
_600	MX-AMR	0.793674
_600	EAS	0.008672
_600	SAS	1e-5
_600	AFR	0.036051
_600	EUR	0.321319
_600	MX-AMR	0.634773
_600	EAS	0.001959
_600	SAS	0.005898
_600	AFR	0.0607
_600	EUR	0.444599
_600	MX-AMR	0.494682
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.034597
_600	EUR	0.202263
_600	MX-AMR	0.75331
_600	EAS	0.009819
_600	SAS	1e-5
_600	AFR	0.036613
_600	EUR	0.492684
_600	MX-AMR	0.469511
_600	EAS	0.001182
_600	SAS	1e-5
_600	AFR	0.044832
_600	EUR	0.272069
_600	MX-AMR	0.669401
_600	EAS	0.00381
_600	SAS	0.009888
_600	AFR	0.05078
_600	EUR	0.280684
_600	MX-AMR	0.658681
_600	EAS	5.82e-4
_600	SAS	0.009273
_600	AFR	0.043725
_600	EUR	0.340879
_600	MX-AMR	0.606193
_600	EAS	1e-5
_600	SAS	0.009193
_600	AFR	0.057147
_600	EUR	0.477179
_600	MX-AMR	0.464222
_600	EAS	3.27e-4
_600	SAS	0.001126
_600	AFR	0.051365
_600	EUR	0.529349
_600	MX-AMR	0.418013
_600	EAS	0.001155
_600	SAS	1.18e-4
_600	AFR	0.042958
_600	EUR	0.283939
_600	MX-AMR	0.665642
_600	EAS	0.00745
_600	SAS	1e-5
_600	AFR	0.04994
_600	EUR	0.384204
_600	MX-AMR	0.565836
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.084671
_600	EUR	0.351356
_600	MX-AMR	0.563953
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.043543
_600	EUR	0.334802
_600	MX-AMR	0.621388
_600	EAS	2.57e-4
_600	SAS	1e-5
_600	AFR	0.033052
_600	EUR	0.570571
_600	MX-AMR	0.396357
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.049172
_600	EUR	0.347242
_600	MX-AMR	0.603566
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.05399
_600	EUR	0.372251
_600	MX-AMR	0.573739
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.052091
_600	EUR	0.319953
_600	MX-AMR	0.620758
_600	EAS	1e-5
_600	SAS	0.007187
_600	AFR	0.06141
_600	EUR	0.404704
_600	MX-AMR	0.533866
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.050623
_600	EUR	0.407977
_600	MX-AMR	0.54138
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.077695
_600	EUR	0.304569
_600	MX-AMR	0.615595
_600	EAS	0.00213
_600	SAS	1e-5
_600	AFR	0.050224
_600	EUR	0.055815
_600	MX-AMR	0.869431
_600	EAS	0.001185
_600	SAS	0.023346
_600	AFR	0.132785
_600	EUR	0.267865
_600	MX-AMR	0.589591
_600	EAS	1e-5
_600	SAS	0.009749
_600	AFR	3.29e-4
_600	EUR	1e-5
_600	MX-AMR	0.997112
_600	EAS	0.002539
_600	SAS	1e-5
_600	AFR	0.062175
_600	EUR	0.372593
_600	MX-AMR	0.565212
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.042053
_600	EUR	0.360169
_600	MX-AMR	0.582905
_600	EAS	0.002212
_600	SAS	0.012661
_600	AFR	0.079594
_600	EUR	0.321481
_600	MX-AMR	0.585121
_600	EAS	0.013793
_600	SAS	1e-5
_600	AFR	0.040965
_600	EUR	0.349446
_600	MX-AMR	0.603484
_600	EAS	0.006095
_600	SAS	1e-5
_600	AFR	0.066489
_600	EUR	0.319598
_600	MX-AMR	0.610311
_600	EAS	1e-5
_600	SAS	0.003592
_600	AFR	0.053293
_600	EUR	0.290402
_600	MX-AMR	0.656285
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.080224
_600	EUR	0.347616
_600	MX-AMR	0.562846
_600	EAS	1e-5
_600	SAS	0.009305
_600	AFR	0.067674
_600	EUR	0.080447
_600	MX-AMR	0.803768
_600	EAS	0.043992
_600	SAS	0.004118
_600	AFR	0.071189
_600	EUR	0.296181
_600	MX-AMR	0.628798
_600	EAS	0.003822
_600	SAS	1e-5
_600	AFR	0.074423
_600	EUR	0.476635
_600	MX-AMR	0.448923
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.077533
_600	EUR	0.515098
_600	MX-AMR	0.404831
_600	EAS	1e-5
_600	SAS	0.002528
_600	AFR	0.055676
_600	EUR	0.351591
_600	MX-AMR	0.583913
_600	EAS	0.007833
_600	SAS	9.87e-4
_600	AFR	0.055725
_600	EUR	0.297179
_600	MX-AMR	0.638842
_600	EAS	0.003538
_600	SAS	0.004716
_600	AFR	0.032495
_600	EUR	0.233657
_600	MX-AMR	0.728559
_600	EAS	0.005278
_600	SAS	1e-5
_600	AFR	0.066863
_600	EUR	0.365839
_600	MX-AMR	0.566509
_600	EAS	1e-5
_600	SAS	7.79e-4
_600	AFR	0.062339
_600	EUR	0.340978
_600	MX-AMR	0.596663
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.045604
_600	EUR	0.315859
_600	MX-AMR	0.638518
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.050779
_600	EUR	0.348138
_600	MX-AMR	0.594516
_600	EAS	0.006558
_600	SAS	1e-5
_600	AFR	0.069603
_600	EUR	0.536926
_600	MX-AMR	0.36872
_600	EAS	0.016128
_600	SAS	0.008623
_600	AFR	0.052652
_600	EUR	0.286427
_600	MX-AMR	0.648712
_600	EAS	0.002091
_600	SAS	0.010118
_600	AFR	0.051413
_600	EUR	0.401654
_600	MX-AMR	0.546568
_600	EAS	3.55e-4
_600	SAS	1e-5
_600	AFR	0.048135
_600	EUR	0.283945
_600	MX-AMR	0.664185
_600	EAS	0.003725
_600	SAS	1e-5
_600	AFR	0.034886
_600	EUR	0.251217
_600	MX-AMR	0.709941
_600	EAS	0.003947
_600	SAS	1e-5
_600	AFR	0.037604
_600	EUR	0.234095
_600	MX-AMR	0.721301
_600	EAS	0.00699
_600	SAS	1e-5
_600	AFR	0.04224
_600	EUR	0.326031
_600	MX-AMR	0.630219
_600	EAS	1e-5
_600	SAS	0.001499
_600	AFR	0.002158
_600	EUR	0.04248
_600	MX-AMR	0.94953
_600	EAS	0.005822
_600	SAS	1e-5
_600	AFR	0.062644
_600	EUR	0.415385
_600	MX-AMR	0.521951
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.070172
_600	EUR	0.35116000000000003
_600	MX-AMR	0.562586
_600	EAS	0.001404
_600	SAS	0.014678
_600	AFR	0.061073
_600	EUR	0.364717
_600	MX-AMR	0.557163
_600	EAS	1e-5
_600	SAS	0.017037
_600	AFR	0.026536
_600	EUR	0.17019
_600	MX-AMR	0.790921
_600	EAS	0.012342
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	0.114718
_600	MX-AMR	0.872779
_600	EAS	1e-5
_600	SAS	0.012483
_600	AFR	1e-5
_600	EUR	1e-5
_600	MX-AMR	0.99996
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.051535
_600	EUR	0.331108
_600	MX-AMR	0.610283
_600	EAS	0.007063
_600	SAS	1e-5
_600	AFR	0.055361
_600	EUR	0.347546
_600	MX-AMR	0.592612
_600	EAS	1e-5
_600	SAS	0.004471
_600	AFR	0.048393
_600	EUR	0.369328
_600	MX-AMR	0.577076
_600	EAS	1e-5
_600	SAS	0.005194
_600	AFR	0.043791
_600	EUR	0.196938
_600	MX-AMR	0.752347
_600	EAS	0.006913
_600	SAS	1e-5
_600	AFR	0.075348
_600	EUR	0.289125
_600	MX-AMR	0.635507
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.040803
_600	EUR	0.251698
_600	MX-AMR	0.707478
_600	EAS	1.2e-5
_600	SAS	1e-5
_600	AFR	0.042097
_600	EUR	0.454726
_600	MX-AMR	0.503157
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.001696
_600	EUR	0.058118
_600	MX-AMR	0.936463
_600	EAS	0.003712
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	1e-5
_600	MX-AMR	0.99996
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.116512
_600	EUR	0.138643
_600	MX-AMR	0.744825
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.064738
_600	EUR	0.334203
_600	MX-AMR	0.549037
_600	EAS	0.042241
_600	SAS	0.009781
_600	AFR	0.052108
_600	EUR	0.494283
_600	MX-AMR	0.453589
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.028084
_600	EUR	0.257877
_600	MX-AMR	0.714018
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.06346
_600	EUR	0.32026
_600	MX-AMR	0.609753
_600	EAS	1e-5
_600	SAS	0.006517
_600	AFR	0.063904
_600	EUR	0.344271
_600	MX-AMR	0.591805
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.020659
_600	EUR	0.19307
_600	MX-AMR	0.781259
_600	EAS	0.005002
